Author,Collaboration Count,Publication Count,Tenure of Research,Degree Centrality,Cluster,Label,Predicted Label
K. Sengupta,3.0,1.0,0.0,0.0010369858278603526,2.0,ECR,ECR
W. Shiqin,3.0,1.0,0.0,0.0010369858278603526,2.0,ECR,ECR
C. C. Ko,3.0,1.0,0.0,0.0010369858278603526,2.0,ECR,ECR
P. Burman,3.0,1.0,0.0,0.0010369858278603526,2.0,ECR,ECR
Sanjiv Kapoor,1.0,1.0,0.0,0.0003454231433506045,0.0,ECR,ECR
Michiel Smid,1.0,1.0,0.0,0.0003454231433506045,0.0,ECR,ECR
J. B. Dugan,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Koji Tsuda,0.0,1.0,0.0,0.0,0.0,ECR,ECR
R. Allen Wyke,1.0,1.0,0.0,0.00034494653328734045,0.0,ECR,ECR
Charlton Ting,1.0,1.0,0.0,0.00034494653328734045,0.0,ECR,ECR
Cathal Gurrin,7.0,1.0,0.0,0.002407980736154111,1.0,ECR,ECR
Yulan He,7.0,1.0,0.0,0.002407980736154111,1.0,ECR,ECR
Gabriella Kazai,7.0,1.0,0.0,0.002407980736154111,1.0,ECR,ECR
Udo Kruschwitz,7.0,1.0,0.0,0.002407980736154111,1.0,ECR,ECR
Suzanne Little,7.0,1.0,0.0,0.002407980736154111,1.0,ECR,ECR
Thomas Roelleke,7.0,1.0,0.0,0.002407980736154111,1.0,ECR,ECR
Stefan Rüger,7.0,1.0,0.0,0.002407980736154111,1.0,ECR,ECR
Keith van Rijsbergen,7.0,1.0,0.0,0.002407980736154111,1.0,ECR,ECR
Livio Cricelli,2.0,1.0,0.0,0.0006872852233676976,2.0,ECR,ECR
Francesca Di Pillo,2.0,1.0,0.0,0.0006872852233676976,2.0,ECR,ECR
Massimo Gastaldi,2.0,1.0,0.0,0.0006872852233676976,2.0,ECR,ECR
 The Common Digital Evidence Storage Format Working Group,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Xiang Fan,1.0,1.0,0.0,0.00034328870580157915,0.0,ECR,ECR
Zhiping Shi,1.0,1.0,0.0,0.00034328870580157915,0.0,ECR,ECR
Jibonananda Sanyal,2.0,1.0,0.0,0.0006858710562414266,2.0,ECR,ECR
Joshua New,2.0,1.0,0.0,0.0006858710562414266,2.0,ECR,ECR
Richard Edwards,2.0,1.0,0.0,0.0006858710562414266,2.0,ECR,ECR
Jhumoor Biswas,2.0,1.0,0.0,0.0006851661527920521,2.0,ECR,ECR
Kuruvilla John,2.0,1.0,0.0,0.0006851661527920521,2.0,ECR,ECR
Zuber M. Farooqui,2.0,1.0,0.0,0.0006851661527920521,2.0,ECR,ECR
Catalin L. Dumitrescu,2.0,1.0,0.0,0.0006844626967830253,2.0,ECR,ECR
Ioan Raicu,2.0,1.0,0.0,0.0006844626967830253,2.0,ECR,ECR
Ian Foster,2.0,1.0,0.0,0.0006844626967830253,2.0,ECR,ECR
Doina Bucur,3.0,1.0,0.0,0.0010252904989747095,2.0,ECR,ECR
Giovanni Iacca,3.0,1.0,0.0,0.0010252904989747095,2.0,ECR,ECR
Giovanni Squillero,3.0,1.0,0.0,0.0010252904989747095,2.0,ECR,ECR
Alberto Tonda,3.0,1.0,0.0,0.0010252904989747095,2.0,ECR,ECR
Bashar Nuseibeh,2.0,1.0,0.0,0.0006828269033799932,1.0,ECR,ECR
Jeff Kramer,2.0,1.0,0.0,0.0006828269033799932,1.0,ECR,ECR
Anthony Finkelsteiin,2.0,1.0,0.0,0.0006828269033799932,1.0,ECR,ECR
Fengfan Yang,1.0,1.0,0.0,0.000341180484476288,0.0,ECR,ECR
T. Le-Ngoc,1.0,1.0,0.0,0.000341180484476288,0.0,ECR,ECR
Akinobu Ando,1.0,1.0,0.0,0.00034094783498124785,0.0,ECR,ECR
Kazunari Morimoto,1.0,1.0,0.0,0.00034094783498124785,0.0,ECR,ECR
Ricardo Chaves,3.0,1.0,0.0,0.0010214504596527067,2.0,ECR,ECR
Georgi Kuzmanov,3.0,1.0,0.0,0.0010214504596527067,2.0,ECR,ECR
Leonel Sousa,3.0,1.0,0.0,0.0010214504596527067,2.0,ECR,ECR
Stamatis Vassiliadis,3.0,1.0,0.0,0.0010214504596527067,2.0,ECR,ECR
David C. Gibbon,1.0,1.0,0.0,0.0003402517863218782,0.0,ECR,ECR
Zhu Liu,1.0,1.0,0.0,0.0003402517863218782,0.0,ECR,ECR
Chatree Sangpachatanaruk,4.0,1.0,0.0,0.001358695652173913,2.0,ECR,ECR
Sherif M. Khattab,4.0,1.0,0.0,0.001358695652173913,2.0,ECR,ECR
Taieb Znati,4.0,1.0,0.0,0.001358695652173913,2.0,ECR,ECR
Rami Melhem,4.0,1.0,0.0,0.001358695652173913,2.0,ECR,ECR
Daniel Mossé,4.0,1.0,0.0,0.001358695652173913,2.0,ECR,ECR
J. Kowalski,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Hiroaki Kameyama,2.0,1.0,0.0,0.0006784260515603799,2.0,ECR,ECR
Buntarou Shizuki,2.0,1.0,0.0,0.0006784260515603799,2.0,ECR,ECR
Jiro Tanaka,2.0,1.0,0.0,0.0006784260515603799,2.0,ECR,ECR
Nikolai Tillmann,2.0,1.0,0.0,0.0006777363605557439,2.0,ECR,ECR
Jonathan de Halleux,2.0,1.0,0.0,0.0006777363605557439,2.0,ECR,ECR
Tao Xie,2.0,1.0,0.0,0.0006777363605557439,2.0,ECR,ECR
Hiroshi Hosobe,4.0,1.0,0.0,0.0013531799729364006,2.0,ECR,ECR
Ken Satoh,4.0,1.0,0.0,0.0013531799729364006,2.0,ECR,ECR
Jiefei Ma,4.0,1.0,0.0,0.0013531799729364006,2.0,ECR,ECR
Alessandra Russo,4.0,1.0,0.0,0.0013531799729364006,2.0,ECR,ECR
Krysia Broda,4.0,1.0,0.0,0.0013531799729364006,2.0,ECR,ECR
K. Achan,3.0,1.0,0.0,0.0010135135135135136,2.0,ECR,ECR
B. J. Frey,3.0,1.0,0.0,0.0010135135135135136,2.0,ECR,ECR
R. Koetter,3.0,1.0,0.0,0.0010135135135135136,2.0,ECR,ECR
D. Munson,3.0,1.0,0.0,0.0010135135135135136,2.0,ECR,ECR
Masashi Tanigawa,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Craig Macdonald,2.0,1.0,0.0,0.0006747638326585695,2.0,ECR,ECR
Nicola Tonellotto,2.0,1.0,0.0,0.0006747638326585695,2.0,ECR,ECR
Iadh Ounis,2.0,1.0,0.0,0.0006747638326585695,2.0,ECR,ECR
S. D. Hermann,3.0,1.0,0.0,0.0010107816711590297,2.0,ECR,ECR
G. Schafer,3.0,1.0,0.0,0.0010107816711590297,2.0,ECR,ECR
A. Wolisz,3.0,1.0,0.0,0.0010107816711590297,2.0,ECR,ECR
M. Lipka,3.0,1.0,0.0,0.0010107816711590297,2.0,ECR,ECR
Veena Chattaraman,3.0,1.0,0.0,0.001009421265141319,2.0,ECR,ECR
Wi-Suk Kwon,3.0,1.0,0.0,0.001009421265141319,2.0,ECR,ECR
Juan Gilbert,3.0,1.0,0.0,0.001009421265141319,2.0,ECR,ECR
Shelby Darnell,3.0,1.0,0.0,0.001009421265141319,2.0,ECR,ECR
Adam Marcus,1.0,1.0,0.0,0.0003362474781439139,0.0,ECR,ECR
Gábor Tardos,1.0,1.0,0.0,0.0003362474781439139,0.0,ECR,ECR
Moshe Y. Vardi,0.0,1.0,1.0,0.0,1.0,ECR,ECR
Annelies Vroman,2.0,1.0,0.0,0.000671591672263264,2.0,ECR,ECR
Glad Deschrijver,2.0,1.0,0.0,0.000671591672263264,2.0,ECR,ECR
Etienne E. Kerre,2.0,1.0,0.0,0.000671591672263264,2.0,ECR,ECR
Changyu Hu,2.0,1.0,0.0,0.0006709158000670916,2.0,ECR,ECR
Xiang Li,2.0,1.0,0.0,0.0006709158000670916,2.0,ECR,ECR
Jie Liang,2.0,1.0,0.0,0.0006709158000670916,2.0,ECR,ECR
Annalisa Bossi,1.0,1.0,0.0,0.00033523298692591353,0.0,ECR,ECR
Nicoletta Cocco,1.0,1.0,0.0,0.00033523298692591353,0.0,ECR,ECR
Ruihong Huang,1.0,1.0,0.0,0.00033500837520938025,0.0,ECR,ECR
Ellen Riloff,1.0,1.0,0.0,0.00033500837520938025,0.0,ECR,ECR
Themistoklis Bourdenas,4.0,1.0,0.0,0.0013377926421404682,2.0,ECR,ECR
David Wood,4.0,1.0,0.0,0.0013377926421404682,2.0,ECR,ECR
Petros Zerfos,4.0,1.0,0.0,0.0013377926421404682,2.0,ECR,ECR
Flavio Bergamaschi,4.0,1.0,0.0,0.0013377926421404682,2.0,ECR,ECR
Morris Sloman,4.0,1.0,0.0,0.0013377926421404682,2.0,ECR,ECR
Mehmet Aksit,2.0,1.0,0.0,0.0006682258603407952,2.0,ECR,ECR
Mira Mezini,2.0,1.0,0.0,0.0006682258603407952,2.0,ECR,ECR
Rainer Unland,2.0,1.0,0.0,0.0006682258603407952,2.0,ECR,ECR
A. Soubeyran,1.0,1.0,0.0,0.000333889816360601,0.0,ECR,ECR
H. Stahn,1.0,1.0,0.0,0.000333889816360601,0.0,ECR,ECR
Lizhu Liu,4.0,1.0,0.0,0.0013333333333333333,2.0,ECR,ECR
Ling Weng,4.0,1.0,0.0,0.0013333333333333333,2.0,ECR,ECR
Yuxia Song,4.0,1.0,0.0,0.0013333333333333333,2.0,ECR,ECR
Lin Gao,4.0,1.0,0.0,0.0013333333333333333,2.0,ECR,ECR
Qingquan Lei,4.0,1.0,0.0,0.0013333333333333333,2.0,ECR,ECR
Pu Gao,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Ian Driscoll,0.0,1.0,0.0,0.0,0.0,ECR,ECR
James O. Farmer,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Dario Forte,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Luia M. M. Custódio,1.0,1.0,0.0,0.00033266799733865603,0.0,ECR,ECR
Carlos A. Pinto-Ferreira,1.0,1.0,0.0,0.00033266799733865603,0.0,ECR,ECR
Guosong Yu,1.0,1.0,0.0,0.0003324468085106383,0.0,ECR,ECR
Guochuan Zhang,1.0,1.0,0.0,0.0003324468085106383,0.0,ECR,ECR
Soul Salon International,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Tianlei Zang,3.0,1.0,0.0,0.0009956853634251576,2.0,ECR,ECR
Dayun Zou,3.0,1.0,0.0,0.0009956853634251576,2.0,ECR,ECR
Fei Huang,3.0,1.0,0.0,0.0009956853634251576,2.0,ECR,ECR
Ning Shen,3.0,1.0,0.0,0.0009956853634251576,2.0,ECR,ECR
Stuart C. Shapiro,0.0,1.0,0.0,0.0,0.0,ECR,ECR
CORPORATE U. S. Government Staff,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Kenji Kamimura,5.0,1.0,0.0,0.0016550810989738498,1.0,ECR,ECR
Norimichi Tsumura,5.0,1.0,0.0,0.0016550810989738498,1.0,ECR,ECR
Toshiya Nakaguchi,5.0,1.0,0.0,0.0016550810989738498,1.0,ECR,ECR
Yoichi Miyake,5.0,1.0,0.0,0.0016550810989738498,1.0,ECR,ECR
Hideto Motomura,5.0,1.0,0.0,0.0016550810989738498,1.0,ECR,ECR
Katsuhiro Kanamori,5.0,1.0,0.0,0.0016550810989738498,1.0,ECR,ECR
Peter Schwenderling,2.0,1.0,0.0,0.0006613756613756613,2.0,ECR,ECR
Berthold Kröger,2.0,1.0,0.0,0.0006613756613756613,2.0,ECR,ECR
Oliver Vornberger,2.0,1.0,0.0,0.0006613756613756613,2.0,ECR,ECR
Boris Vasilev,4.0,1.0,0.0,0.0013205678441729944,2.0,ECR,ECR
Sascha Bott,4.0,1.0,0.0,0.0013205678441729944,2.0,ECR,ECR
Roland Rzehak,4.0,1.0,0.0,0.0013205678441729944,2.0,ECR,ECR
Romy Liske,4.0,1.0,0.0,0.0013205678441729944,2.0,ECR,ECR
Johann W. Bartha,4.0,1.0,0.0,0.0013205678441729944,2.0,ECR,ECR
Hassan Artail,1.0,1.0,0.0,0.0003299241174529858,0.0,ECR,ECR
Michel Abi-Aad,1.0,1.0,0.0,0.0003299241174529858,0.0,ECR,ECR
Lawrence A. Pounds,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Gaëlle Fontaine,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Ilja Frissen,2.0,1.0,0.0,0.0006587615283267457,2.0,ECR,ECR
Brian F. G. Katz,2.0,1.0,0.0,0.0006587615283267457,2.0,ECR,ECR
Catherine Guastavino,2.0,1.0,0.0,0.0006587615283267457,2.0,ECR,ECR
Xinyu Zhang,4.0,1.0,3.0,0.001644736842105263,2.0,ECR,ECR
Yongli Zhao,4.0,1.0,0.0,0.0013157894736842105,2.0,ECR,ECR
Xin Su,4.0,1.0,0.0,0.0013157894736842105,2.0,ECR,ECR
Weiwei Wang,4.0,1.0,0.0,0.0013157894736842105,2.0,ECR,ECR
Ruiying He,4.0,1.0,0.0,0.0013157894736842105,2.0,ECR,ECR
Hans-Jürgen Hoffmann,1.0,1.0,0.0,0.0003287310979618672,0.0,ECR,ECR
Dirk Krönig,1.0,1.0,0.0,0.0003287310979618672,0.0,ECR,ECR
Debarka Sengupta,2.0,1.0,0.0,0.0006568144499178982,2.0,ECR,ECR
Ujjwal Maulik,2.0,1.0,0.0,0.0006568144499178982,2.0,ECR,ECR
Sanghamitra Bandyopadhyay,2.0,1.0,0.0,0.0006568144499178982,2.0,ECR,ECR
Julien Olivier,3.0,1.0,0.0,0.0009839291571006887,2.0,ECR,ECR
Romuald Boné,3.0,1.0,0.0,0.0009839291571006887,2.0,ECR,ECR
Jean-Jacques Rousselle,3.0,1.0,0.0,0.0009839291571006887,2.0,ECR,ECR
Hubert Cardot,3.0,1.0,0.0,0.0009839291571006887,2.0,ECR,ECR
Christopher Hoobin,2.0,1.0,0.0,0.000655307994757536,2.0,ECR,ECR
Simon Puglisi,2.0,1.0,0.0,0.000655307994757536,2.0,ECR,ECR
Justin Zobel,2.0,1.0,0.0,0.000655307994757536,2.0,ECR,ECR
Mathys C. du Plessis,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Yi-Jung Chen,2.0,1.0,0.0,0.0006544502617801048,2.0,ECR,ECR
Chia-Lin Yang,2.0,1.0,0.0,0.0006544502617801048,2.0,ECR,ECR
Yen-Sheng Chang,2.0,1.0,0.0,0.0006544502617801048,2.0,ECR,ECR
 Loss Pequeno Glazier,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Guangda Li,4.0,1.0,0.0,0.0013063357282821686,2.0,ECR,ECR
Meng Wang,4.0,1.0,0.0,0.0013063357282821686,2.0,ECR,ECR
Zheng Lu,4.0,1.0,0.0,0.0013063357282821686,2.0,ECR,ECR
Richang Hong,4.0,1.0,0.0,0.0013063357282821686,2.0,ECR,ECR
Tat-Seng Chua,4.0,1.0,0.0,0.0013063357282821686,2.0,ECR,ECR
Colleen M. Seifert,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Rusalca Flavia Muresan,2.0,1.0,0.0,0.0006523157208088715,2.0,ECR,ECR
Camelia Lemnaru,2.0,1.0,0.0,0.0006523157208088715,2.0,ECR,ECR
Rodica Potolea,2.0,1.0,0.0,0.0006523157208088715,2.0,ECR,ECR
K. Abbaoui,1.0,1.0,0.0,0.0003259452411994785,0.0,ECR,ECR
Y. Cherruault,1.0,1.0,0.0,0.0003259452411994785,0.0,ECR,ECR
Jamie Wither,2.0,1.0,0.0,0.0006512536633018561,2.0,ECR,ECR
Antoine Bouthors,2.0,1.0,0.0,0.0006512536633018561,2.0,ECR,ECR
Marie-Paule Cani,2.0,1.0,0.0,0.0006512536633018561,2.0,ECR,ECR
H. Gustafson,3.0,1.0,0.0,0.000975609756097561,2.0,ECR,ECR
E. Dawson,3.0,1.0,0.0,0.000975609756097561,2.0,ECR,ECR
L. Nielsen,3.0,1.0,0.0,0.000975609756097561,2.0,ECR,ECR
W. Caelli,3.0,1.0,0.0,0.000975609756097561,2.0,ECR,ECR
Ling Yun,2.0,1.0,0.0,0.000649772579597141,2.0,ECR,ECR
Wang Xun,2.0,1.0,0.0,0.000649772579597141,2.0,ECR,ECR
Gu Huamao,2.0,1.0,0.0,0.000649772579597141,2.0,ECR,ECR
P Orponen,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Andrei P. Ershov,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Mohamed A. Abd ElMohsen,8.0,1.0,0.0,0.002589834898025251,1.0,ECR,ECR
Omar K. Shoukry,8.0,1.0,0.0,0.002589834898025251,1.0,ECR,ECR
Hesham El Gamal,8.0,1.0,0.0,0.002589834898025251,1.0,ECR,ECR
Tamer ElBatt,8.0,1.0,0.0,0.002589834898025251,1.0,ECR,ECR
Nayer M. Wanas,8.0,1.0,0.0,0.002589834898025251,1.0,ECR,ECR
Mohamed Abdel Raouf,8.0,1.0,0.0,0.002589834898025251,1.0,ECR,ECR
Mostafa A. Zakaria,8.0,1.0,0.0,0.002589834898025251,1.0,ECR,ECR
Ahmed I. Abdelkader,8.0,1.0,0.0,0.002589834898025251,1.0,ECR,ECR
Hakem M. Zaied,8.0,1.0,0.0,0.002589834898025251,1.0,ECR,ECR
M. Hanmandlu,3.0,1.0,0.0,0.0009699321047526674,2.0,ECR,ECR
Amioy Kumar,3.0,1.0,0.0,0.0009699321047526674,2.0,ECR,ECR
Vamsi Krishna Madasu,3.0,1.0,0.0,0.0009699321047526674,2.0,ECR,ECR
Prasad Yarlagadda,3.0,1.0,0.0,0.0009699321047526674,2.0,ECR,ECR
Susan P. Imberman,1.0,1.0,0.0,0.00032310177705977385,0.0,ECR,ECR
Roberta Klibaner,1.0,1.0,0.0,0.00032310177705977385,0.0,ECR,ECR
Chinmoy Dutta,3.0,1.0,0.0,0.000968054211035818,2.0,ECR,ECR
Gopal Pandurangan,3.0,1.0,0.0,0.000968054211035818,2.0,ECR,ECR
Rajmohan Rajaraman,3.0,1.0,0.0,0.000968054211035818,2.0,ECR,ECR
Scott Roche,3.0,1.0,0.0,0.000968054211035818,2.0,ECR,ECR
Zhangxin Chen,1.0,1.0,0.0,0.0003224766204450177,0.0,ECR,ECR
Bernardo Cockburn,1.0,1.0,0.0,0.0003224766204450177,0.0,ECR,ECR
Shin-ichi Handa,4.0,1.0,0.0,0.00128783000643915,2.0,ECR,ECR
Junnosuke Yamada,4.0,1.0,0.0,0.00128783000643915,2.0,ECR,ECR
Hiroya Minami,4.0,1.0,0.0,0.00128783000643915,2.0,ECR,ECR
Daichi Namikawa,4.0,1.0,0.0,0.00128783000643915,2.0,ECR,ECR
Michio Shimomura,4.0,1.0,0.0,0.00128783000643915,2.0,ECR,ECR
Rod Forcade,1.0,1.0,0.0,0.00032175032175032174,0.0,ECR,ECR
Jack Lamoreaux,1.0,1.0,0.0,0.00032175032175032174,0.0,ECR,ECR
Karina Hauser,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Samson Abramsky,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Udo Winand,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Lisa Lee,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Jyotika Bahuguna,2.0,1.0,0.0,0.0006420545746388443,2.0,ECR,ECR
B. Ravindran,2.0,1.0,0.0,0.0006420545746388443,2.0,ECR,ECR
K. Madhava Krishna,2.0,1.0,0.0,0.0006420545746388443,2.0,ECR,ECR
Zhang Jiawan,3.0,1.0,0.0,0.0009618467457518436,2.0,ECR,ECR
Pan Gang,3.0,1.0,0.0,0.0009618467457518436,2.0,ECR,ECR
Jiang Chen,3.0,1.0,0.0,0.0009618467457518436,2.0,ECR,ECR
Zhou Xiaozhou,3.0,1.0,0.0,0.0009618467457518436,2.0,ECR,ECR
Françoise Blin,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Suman K. Mitra,2.0,1.0,0.0,0.0006406149903907751,2.0,ECR,ECR
C.A. Murthy,2.0,1.0,0.0,0.0006406149903907751,2.0,ECR,ECR
Malay K. Kundu,2.0,1.0,0.0,0.0016015374759769377,2.0,ECR,ECR
Jacqueline Hundley,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Jean-Michel Coron,1.0,1.0,0.0,0.00032,0.0,ECR,ECR
El-Yazid Keraï,1.0,1.0,0.0,0.00032,0.0,ECR,ECR
Charles Gallagher,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Julie T. Manchester,1.0,1.0,0.0,0.00031969309462915604,0.0,ECR,ECR
Floyd Jay Winters,1.0,1.0,0.0,0.00031969309462915604,0.0,ECR,ECR
James Ross Davidson,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Raffaele Montella,3.0,1.0,0.0,0.0009575486753909991,2.0,ECR,ECR
Giuseppe Agrillo,3.0,1.0,0.0,0.0009575486753909991,2.0,ECR,ECR
Daniele Mastrangelo,3.0,1.0,0.0,0.0009575486753909991,2.0,ECR,ECR
Milena Menna,3.0,1.0,0.0,0.0009575486753909991,2.0,ECR,ECR
Ludan Wang,3.0,1.0,0.0,0.000956327701625757,2.0,ECR,ECR
Sheng Cheng,3.0,1.0,0.0,0.000956327701625757,2.0,ECR,ECR
Haojun Guan,3.0,1.0,0.0,0.000956327701625757,2.0,ECR,ECR
Jianwei Zhang,3.0,1.0,0.0,0.000956327701625757,2.0,ECR,ECR
Huihui Bai,1.0,1.0,0.0,0.00031857279388340236,0.0,ECR,ECR
Yao Zhao,1.0,1.0,0.0,0.00031857279388340236,0.0,ECR,ECR
Toshiaki Aoki,1.0,1.0,0.0,0.0003183699458771092,0.0,ECR,ECR
Kenji Taguchi,1.0,1.0,0.0,0.0003183699458771092,0.0,ECR,ECR
T. Chan,1.0,1.0,0.0,0.0003181673560292714,0.0,ECR,ECR
A. Grant,1.0,1.0,0.0,0.0003181673560292714,0.0,ECR,ECR
Tobias Hilbrich,3.0,1.0,0.0,0.0009532888465204958,2.0,ECR,ECR
Matthias S. Müller,3.0,1.0,0.0,0.0009532888465204958,2.0,ECR,ECR
Martin Schulz,3.0,1.0,0.0,0.0009532888465204958,2.0,ECR,ECR
Bronis R. de Supinski,3.0,1.0,0.0,0.0009532888465204958,2.0,ECR,ECR
Jiankun Wu,2.0,1.0,0.0,0.0006349206349206349,2.0,ECR,ECR
Linpeng Huang,2.0,1.0,0.0,0.0006349206349206349,2.0,ECR,ECR
Dejun Wang,2.0,1.0,0.0,0.0006349206349206349,2.0,ECR,ECR
Min Zhu,2.0,1.0,0.0,0.0006343165239454488,2.0,ECR,ECR
Ke Xu,2.0,1.0,0.0,0.0006343165239454488,2.0,ECR,ECR
Qi Li,2.0,1.0,0.0,0.0006343165239454488,2.0,ECR,ECR
M. Matsumoto,0.0,1.0,0.0,0.0,0.0,ECR,ECR
E. Schikuta,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Mark Simos,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Joe Hoffert,2.0,1.0,0.0,0.0006331117442228553,2.0,ECR,ECR
Douglas Schmidt,2.0,1.0,0.0,0.0006331117442228553,2.0,ECR,ECR
Aniruddha Gokhale,2.0,1.0,0.0,0.0006331117442228553,2.0,ECR,ECR
Shashi Mittal,1.0,1.0,0.0,0.00031635558367605187,0.0,ECR,ECR
Kalyanmoy Deb,1.0,1.0,0.0,0.00031635558367605187,0.0,ECR,ECR
Paola Velardi,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Sandra Elaine Anderson,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Marcelo Arenas,1.0,1.0,0.0,0.000315955766192733,0.0,ECR,ECR
Michael I. Schwartzbach,1.0,1.0,0.0,0.000315955766192733,0.0,ECR,ECR
Debao Zhou,2.0,1.0,0.0,0.0006313131313131314,2.0,ECR,ECR
Matt Dillon,2.0,1.0,0.0,0.0006313131313131314,2.0,ECR,ECR
Eil Kwon,2.0,1.0,0.0,0.0006313131313131314,2.0,ECR,ECR
Janice C. Sipior,1.0,1.0,0.0,0.0003154574132492114,0.0,ECR,ECR
Edward J. Garrity,1.0,1.0,0.0,0.0003154574132492114,0.0,ECR,ECR
Tommaso Bolognesi,2.0,1.0,0.0,0.0006303183107469272,2.0,ECR,ECR
David de Frutos-Escrig,2.0,1.0,0.0,0.0006303183107469272,2.0,ECR,ECR
Yolanda Ortega-Mallén,2.0,1.0,0.0,0.0006303183107469272,2.0,ECR,ECR
Lianfa Bai,3.0,1.0,0.0,0.0009442870632672333,2.0,ECR,ECR
Xin Jing,3.0,1.0,0.0,0.0009442870632672333,2.0,ECR,ECR
Jiang Yue,3.0,1.0,0.0,0.0009442870632672333,2.0,ECR,ECR
Yi Zhang,3.0,1.0,0.0,0.0009442870632672333,2.0,ECR,ECR
Mark Adkins,7.0,1.0,0.0,0.002197802197802198,1.0,ECR,ECR
John Kruse,7.0,1.0,0.0,0.002197802197802198,1.0,ECR,ECR
Terry McKenna,7.0,1.0,0.0,0.002197802197802198,1.0,ECR,ECR
Arthur Cuyugan,7.0,1.0,0.0,0.002197802197802198,1.0,ECR,ECR
Jay F. Nunamaker Jr,7.0,1.0,0.0,0.002197802197802198,1.0,ECR,ECR
Scot Miller,7.0,1.0,0.0,0.002197802197802198,1.0,ECR,ECR
Eric Rasmussen,7.0,1.0,0.0,0.002197802197802198,1.0,ECR,ECR
Robert Younger,7.0,1.0,0.0,0.002197802197802198,1.0,ECR,ECR
Gabriel Mateescu,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Christopher Stuart,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Alyson K. Fletcher,2.0,1.0,0.0,0.0006269592476489029,2.0,ECR,ECR
Sundeep Rangan,2.0,1.0,0.0,0.0006269592476489029,2.0,ECR,ECR
Vivek K. Goyal,2.0,1.0,0.0,0.0006269592476489029,2.0,ECR,ECR
Maria Törö,2.0,1.0,0.0,0.0006263701847792045,2.0,ECR,ECR
Jinsong Zhu,2.0,1.0,0.0,0.0006263701847792045,2.0,ECR,ECR
Victor C. M. Leung,2.0,1.0,0.0,0.0006263701847792045,2.0,ECR,ECR
Sarah F. Gibson,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Y Wu,1.0,1.0,0.0,0.00031289111389236547,0.0,ECR,ECR
M Wei,1.0,1.0,0.0,0.00031289111389236547,0.0,ECR,ECR
Yidan Luo,1.0,1.0,0.0,0.00031269543464665416,0.0,ECR,ECR
Zhongyang Jiang,1.0,1.0,0.0,0.00031269543464665416,0.0,ECR,ECR
Cécile E. Helfen,1.0,1.0,0.0,0.0003125,0.0,ECR,ECR
Stefan Diebels,1.0,1.0,0.0,0.0003125,0.0,ECR,ECR
Joseph Migga Kizza,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Matthew Black,3.0,1.0,0.0,0.0009360374414976599,2.0,ECR,ECR
Jeannette Chang,3.0,1.0,0.0,0.0009360374414976599,2.0,ECR,ECR
Jonathan Chang,3.0,1.0,0.0,0.0009360374414976599,2.0,ECR,ECR
Shrikanth Narayanan,3.0,1.0,0.0,0.0009360374414976599,2.0,ECR,ECR
B. Chaluvaraju,1.0,1.0,0.0,0.0003118178983473651,0.0,ECR,ECR
K. A. Vidya,1.0,1.0,0.0,0.0003118178983473651,0.0,ECR,ECR
S. E. Binns,1.0,1.0,0.0,0.0003116235587410408,0.0,ECR,ECR
A. R. West,1.0,1.0,0.0,0.0003116235587410408,0.0,ECR,ECR
Jin Sa,1.0,1.0,0.0,0.0003114294612270321,0.0,ECR,ECR
Elena Maslova,1.0,1.0,0.0,0.0003114294612270321,0.0,ECR,ECR
D. R. Ross,0.0,1.0,0.0,0.0,0.0,ECR,ECR
Kurt Vanlehn,1.0,1.0,0.0,0.0006224712107065049,2.0,ECR,ECR
H. Chad Lane,1.0,1.0,0.0,0.0003112356053532524,2.0,ECR,ECR
